	cdc15_10	cdc15_30	cdc15_50	cdc15_70	cdc15_80	cdc15_90	cdc15_100	cdc15_110	cdc15_120	cdc15_130	cdc15_140	cdc15_150	cdc15_160	cdc15_170	cdc15_180	cdc15_190	cdc15_200	cdc15_210	cdc15_220	cdc15_230	cdc15_240	cdc15_250	cdc15_270	cdc15_290
YIL019W	0.93	1.12	0.73	0.01	-0.38	0.13	-0.02	0.16	0.05	0.02	-0.94	-0.13	-0.18	0.21	-0.27	0.31	-0.73	0.09	-0.23	0.45	-0.42	-0.25	-0.54	-0.13
YIL020C	0.08	0.29	0.24	0.2	0.12	0.05	0.08	0.1	0.21	0.03	-0.23	0.1	-0.06	0.08	-0.15	-0.15	0.12	0.03	0.23	-0.23	-0.53	-0.02	-0.44	-0.15
YIL021W	0.34	0.2	0.07	0.1	-0.22	-0.04	-0.06	-0.04	-0.35	-0.01	0	0.07	-0.21	-0.04	0.14	0.13	-1.47	0.17	-0.01	0.64	0	0.31	-0.06	0.33
YIL022W	0.16	-0.14	-0.17	0.01	-0.39	0.01	-0.48	0.25	-0.2	0.29	-0.13	0.22	-0.26	0.28	-0.34	0.28	0.08	0.02	0.24	0.11	-1.06	0.6	0.36	0.28
YIL023C	0.2	-0.18	-0.21	-0.69	0.41	0.17	0.3	0.08	0.3	0.04	-0.13	0.2	0.13	-0.29	0.53	-0.25	-0.82	0.09	0.79	-0.38	0.71	-0.24	-0.41	-0.36
YIL024C	0.28	0.15	-0.09	-0.2	0.14	0.19	0.22	0.26	0.18	-0.02	-0.2	-0.39	-0.29	-0.43	0.31	0.02	0.38	-0.14	0.51	-0.21	-0.13	0	-0.29	-0.26
YIL025C	-0.84	0.36	-0.02	-0.75	0.36	-0.22	0.45	-0.46	0.63	-0.35	0.39		0.65	-0.39	0.61	-0.16		-0.31	0.84	0.45		-0.33	-0.54	-0.37
YIL026C	-0.1	0.34	0.49	0.1	-0.96	-0.26	-0.69	-0.37	-0.22	0.18	0.14	0.21	0.58	0.39	0.14	-0.2	0.14	-0.24	0.44	0.04	-0.3	0.15	-0.03	0.02
YIL027C	0.23	0.14	0.05	0.16	0.09	0.03	0.23	-0.03	-0.14	0.01	-0.23	-0.02	-0.15	-0.13	0.21	-0.03	-0.08	0.05	-0.06	-0.02	0.07	-0.13	-0.27	0
YIL028W	-0.27	0.08	0.02	-0.13	0.37	-0.29	0.67	-0.37	0.21	-0.08	0.44		0.12	-0.34	0.55	-0.43	0.62	-0.67	0.95	-0.1		-0.67	-0.51	-0.17
YIL029C									0.86															-0.86
YIL030C	-0.19	-0.13	-0.22	0.16	0.41	0.19	0.25	-0.44	0.32	-0.15	0	0.03	0.13	-0.3	0.13	-0.17	0.6	-0.3	0.64	-0.03	0.19	-0.47	-0.28	-0.36
YIL031W	0.18	0.28	0.12	0.16	0.12	0.16	0.12	0.12	-0.24	-0.18	-0.2	-0.05	0.07	0.47	-0.32	0.31	-0.03	-0.09	-0.18	-0.41	0.05	0.08	-0.24	-0.3
YIL032C	-0.13	0.25	0.14	0.07	0.47	-0.48	0.85	-0.67	0.56	0.09	-0.36	-0.15	0.22	-0.07		-0.69	1.44	-0.38	0.62	0.02		-0.51	-0.36	-0.91
YIL033C	0.67	0.62	0.19	0	-0.73	-0.03	-0.47	0.04	-0.22	0.5	0.05	0.32	-0.34	0.05	-0.4	-0.04	-0.33	-0.07	-0.1	-1	0.2	0.41	0.36	0.34
YIL034C	-0.38	-0.88	-0.71	-0.2	-0.08	0.18	-0.24	0.11	0	0.33	-0.2	0.33	-0.03	0.12	-0.3	-0.06	0.02	0.22	0	0.11	0.08	0.5	0.5	0.58
YIL035C	0.6	0.47	0.33	0.03	-0.69	0.32	-0.5	0.36	-0.4	0.4	-0.14	0.21	-0.33	0.01	-1.02	0.18	-0.64	0.35	-0.53	-0.33	-0.18	0.64	0.32	0.52
YIL036W	-0.09	0.19	0.09	-0.09	-0.49	0.26	-0.16	0.27	-0.38	0.43	-0.51	0.07	-0.54	-0.3	-0.3	0.19	-0.08	0.15	-0.24	0.46	-0.13	0.34	0.49	0.37
YIL037C	-0.27	-0.23	-0.15	-0.23	0.21	0.1	0.33	-0.05	0.16	-0.36	-0.25	-0.19	0.04	0.33	0.3	0.08	0.45	0.2	0.24	-0.39	0.43	-0.36	-0.27	-0.15
YIL038C	0.75	0.49	0.3	-0.13	-0.25	0.21	-0.19	0.12	-0.25	0.05	-0.4	-0.07	-0.29	0.05	-0.43	0.1	0.03	-0.11	-0.02	0.38	-0.19	-0.11	0.07	-0.13
YIL039W	0.14	0.07	0.24	0.33	-0.11	0.5	-0.11	0.42	-0.18	0.31	-0.15	0.28	-0.26	0.21	-0.38	0.29	-0.28	0.28	-0.18	-1.13	-0.59	0.15	0.01	0.15
YIL040W	0.07	0.29	-0.15	-0.09	0.09	0.2	0.24	0.21	0.39	0.5	0.01	0.31	-0.03	-0.33	-0.16	-0.01	0.13	0.01	-0.04	-0.61	-0.24	-0.23	-0.3	-0.24
YIL041W	-0.08	-0.12	-0.07	0.18	-0.23	0.19	-0.23	0.17	-0.29	0.21	-0.61	0.17	-0.41	0.02	-0.22	0.17	-0.17	0.28	-0.16	0.09	0.48	0.31	0.02	0.29
YIL042C	0.06	0.09	-0.11	0.13	-0.64	0.15	-0.22	0.21	-0.22	0.37	-0.25	0.53	0.05	0.14	0.26	0.41	-0.11	-0.28	0.34	-0.62	-0.16	0.14	-0.32	0.05
YIL043C	-0.28	-0.17	-0.12	0.16	0.14	0.16	0.12	0.15	0.43	0.07	-0.19	0.16	-0.04	-0.01	-0.07	-0.19	-0.19	0.15	0.29	-0.12	0.48	-0.29	-0.45	-0.2
YIL044C	-0.12	0.1	0.26	0.07	-0.04	-0.45	-0.08	0.23	-0.2	0.13	-0.29	0.1	-0.14	0.24	-0.18	0.1	-0.27	0.24	0.01	-0.22	-0.67	0.54	0.12	0.52
YIL045W	-0.47	-0.11	-0.13	-0.24	-0.07	-0.2	-0.23	-0.2	0.17	-0.09	1.07	-0.06	0.14	-0.32	-0.15	-0.37	-0.06	-0.1	0.01	0.36	0.42	0.27	0.1	0.24
YIL046W	0.37	0.27	0.2	0.06	-0.45	0	-0.42	0.15	-0.37	0.3	-0.32	0.26	-0.22	0.09	-0.18	0.12	0.09	-0.08	0.1	0.18	-0.16	0.33	-0.22	-0.08
YIL047C	0.38	-0.07	0.18	0.35	0.63	0.28	0.52	0.09	0.49	-0.12	-0.18	0.07	0.24	-1.57	0.26	-0.12	0.36	-0.07	0.75	-0.26	0.33	-0.8	-0.93	-0.82
YIL048W	-0.11	-0.08	0	0.14	0.83	-0.23	0.36	-0.08	0.31	-0.73	-0.32	1.24	0.03	-0.21	0.37	-0.17	0.53	-0.32	0.18	-0.5	0.27	-0.36	-0.68	-0.52
YIL049W	-0.37	-0.6	-0.44	-0.15	0.33	0.03	0.72	0.18	0.58	-0.25	0.01	-0.49	0.25	-0.08	0.37	-0.35	0.16	-0.09	0.84	-0.32	0.76	-0.33	-0.55	-0.21
YIL050W	-1.23	-1.11	-0.18	0.34	0.21	0.44	0.15	0.61	-0.09	-0.17	-0.48	0	-0.03	0.28	0.57	0.24	0.38	0.04	0.26	0.12	-0.17	-0.11	-0.31	0.24
YIL051C	-0.67	-1.27	-1.12	-0.16	-1.24	0.43	0.91	0.81	1.13	0.54	0.44	0.4	0.29	0.04	0.13	-0.16	-0.27	0.16	0.43	-0.34	0.04	-0.21	-0.33	0.01
YIL052C	-0.28	0.01	0.22	0.11	0.28	0.11	0.11	0.18	0.04	0.24	0	0.14	-0.09	0.28	-0.43	-0.12	-0.35	0.14	-0.35	0.27	-0.9	0.14	-0.15	0.42
YIL053W	1.14	0.19	-0.39	0.84	0.22	1.17	0.54	0.82	0.11	0.61	-0.31	0.24	-0.68	0.24	-1.04	0.86	-0.19	0.72	-0.39	-1.36	-1.71	-0.44	-0.59	-0.59
YIL054W	0.11	-0.03	-0.12	-0.16	0.04	-0.01	0.49	0.01	0.36	0.03	-0.38	-0.19	0.08	-0.6	0.83	-0.32	-0.01	-0.23	0.56	-0.32	0.91	-0.16	-0.14	-0.74
YIL055C	0.42	0.02	-0.28	0.28	-0.55	0.02	0.09	-0.03	-0.15	0.34	1.46	-0.21	-0.5	0.09	-0.29	-0.57	-0.23	-0.08	-0.44	-0.29	0.1	0.39	0.21	0.23
YIL056W	-0.11	-0.36	-0.27	0.26	0.38	0.51	0.27	0.31	0.17	0.04	-0.49	-0.22	-0.24	-0.76	0.08	0.26	0.77	0.26	0.48	-0.22	-0.32	-0.21	-0.49	-0.11
YIL057C	-0.54	-0.49	-0.42	-0.04	-0.26	0.36	0.26	0.13	0.27	-0.02	-0.02	0.18	0.07	0.3	-0.44	0.17	0.56	0.24	0.64	-0.33	0.05	-0.14	-0.22	-0.3
YIL058W	0.31	0.27	0.13	0.33	0.17	0.03	-0.01	0.08	0.13	-0.03	-0.38	-0.22	-0.31	-0.36	-0.07	-0.01	0.15	-0.29	0.01	0.08	0.28	-0.05	-0.07	-0.15
YIL059C	0.49	0.37	0.25	0.33	-0.34	0.32	0.12	0.27	-0.29	0.21	-0.27	-0.16	-0.16	0.11	-0.63	0.22	0	0.02	-0.14	-0.51	-0.34	0.17	-0.04	0.02
YIL060W	0.89	0.66	0.6	0.57	0.13	0.37	-0.24	0.65	-0.28	0.45	-0.65	-0.07	-0.65	0.15	-0.8	0.06	-0.77	-0.15	-0.65	0.29	-1.17	0.23	0.2	0.18
YIL061C	0.61	0.54	0.31	0.33	-0.17	0.31	-0.23	0.33	-0.59	0.18	-0.44	-0.03	-0.21	0.07	-0.99	0.31	-0.47	0.21	-0.06	-0.03	-0.27	0.28		0.02
YIL062C	-0.29	-0.37	-0.11	0.12	0.04	0.13	-0.39	0.15	-0.36	0.26	-0.54	0.3	-0.46	0.03	-0.31	0.09	-0.27	0.24	-0.48	0.4	-0.24	0.63	0.54	0.9
YIL063C	0.37	0.59	0.78	0.43	-0.33	0.29	-0.41	0.15	-0.55	0.27	-0.23	0.29	-0.09	0.45	-1.28	0.18	-1.01	0.22	-0.71	-0.01	-0.78	0.42	0.24	0.76
YIL064W	0.64	0.95	0.83	0.35	0.05	0.26	0.05	0.36	-0.3	0.35	-0.61	0.25	-0.51	-0.24	-0.61	-0.21	-0.53	0.09	-0.16	-0.04	-0.53	-0.18	-0.01	-0.24
YIL065C	-0.09	0.31	0.25	-0.16	-0.34	-0.25	-0.24	-0.07	-0.25	0.54	-0.24	0.24	-0.48	0.01	-0.15	-0.3	-0.58	0.02	-0.13	0.09	0.37	0.61	0.21	0.62
YIL066C	-0.84	1.24	1.03	-0.56	-1.47	-1.14	-2.42	-1.21	-1.34	0.89	1.37	1.32	1.65	0.92	0.52	0	-0.01	-0.4	-0.08	0.07	-0.1	0.29	0.13	0.15
YIL067C	-0.7	0.04	-0.55	-0.05	0.55	-0.43	0.4	-0.18	0.63	-0.16	-0.03	-0.03	0.24	-0.49	0.99	-0.4	0.02	-0.29	0.69	0.08	0.74	-0.29	-0.29	-0.47
YIL068C	0.23	0.2	0.35	0.4	-0.75	0.4	-0.05	0.37	-0.5	0.43	-0.21	0.11	-0.47	0.09	-0.36	-0.19	-0.1	0.28	-0.86	-0.05	-0.5	0.61	0.3	0.28
YIL069C	-0.27	-0.1	0.05	0.31	0.51	0.1	0.24	0.1	0.26	-0.04	-0.21	-0.01	-0.11	0.02	0.18	-0.24	-0.32	0.03	0.36	-0.04	-0.08	-0.25	-0.38	-0.11
YIL070C	-0.5	-0.99	-0.72	-0.32	-0.75	-0.35	-0.71	-0.06	-0.5	0.39	-0.21	0.63	0.04	0.76	-0.26	0.56	0.07	0.54	-0.4	0.4	-0.55	1.06	0.76	1.11
YIL071C		-0.14	-0.32		-0.03	-0.88	0.74	-0.14	-0.27		0.42		-0.17	-0.06						0.48	1.08			-0.71
YIL072W	-0.27	0.15	-0.36	-0.44	0.15	-0.38	0.41	-0.36	0.04	-0.18	-0.02		-0.02		0.74	-0.02	0.67	-0.51	0.74	0.48	1.34	-0.6	-1.09	-0.46
YIL073C	-0.17	-0.15	0.07	-0.3	0.38	-0.32	0.38	0.01	0.18	-0.17	0.01	-0.42	0.24	-0.32	0.62	-0.44	0.69	-0.08	1.02	0.13	0.43	-0.68	-0.38	-0.73
YIL074C	-0.21	-0.15	0.13	0.4	0.17	-0.3	-0.3	-0.15	-0.55	0.11	-0.1	0.44	0.15	0.45	0.26	0.01	-0.22	0.05	-0.28	-0.76	0.04	0.02	0.44	0.34
YIL075C	-0.22	-0.37	-0.45	-0.03	-0.16	0.18	-0.22	0.22	-0.33	0.22	-0.27	0.17	-0.2	0.1	-0.39	0.29	0.26	0.19	0	-0.35	0.29	0.47	0.22	0.36
YIL076W	0.15	0.29	0.53	0.04	-0.45	-0.43	-0.72	-0.41	-0.7	-0.02	-0.18	0.21	0.03	0.55	-0.02	-0.04	-0.13	-0.06	-0.18	0.24	-0.17	0.46	0.28	0.75
YIL077C	-0.09	-0.25	0.1	0.1	-0.53	0.3	-0.28	0.41	-0.09	0.44	-0.33	0.17	-0.3	-0.11	-0.99	0.11	-0.3	0.2	-0.23	-0.23	-0.3	0.8	0.74	0.66
YIL078W	-0.1	-0.12	0.06	0.24	-0.14	0.26	-0.14	0.17	-0.27	0.14	0.04	-0.04	0.01	0.01	-0.42	0.12	0.07	-0.01	0.17	0.35	-0.42	0.15	-0.12	-0.01
YIL079C	0.8	0.75	0.49	0.34	-0.65	0.3	-0.3	0.33	0	0.41	-0.41	0.11	-0.46	0.28	-1	0.53	-0.25	0.31	-0.21	-0.44	-1.11	0.21	-0.03	0
YIL080W	0.13	0.17	0.18	-0.12	-0.12	0.2	-0.29	0.02	-0.52	0.22	-0.34		-0.42	-0.06	-0.18	0.09	-0.07	-0.09	-0.29	-0.59	-0.13	0.21	0.68	1.32
YIL082W	-0.18	-0.23	-0.16	0.24	-0.63	0.47	-0.68	0.41	0.13	0.22	-0.38	0.17	-0.56	-0.01	-0.92	0.35	-0.01	0.32	0.07	-0.68	-0.49	0.32	0.58	1.64
YIL082W-A	-0.35	0	-0.19	0.08	0.04	-0.21	-0.05	-0.08	0.07	-0.11	-0.42	0.39	0.31	0.45	-0.17	-0.31	-0.09	-0.21	0.14	-0.05	0.61	-0.26	0.05	0.36
YIL083C	0.15	0.19	0.23	0.25	0.03	0.26	-0.4	0.17	-0.28	0.31	-0.27		-0.13	0.04	-0.48	0.14	0.25	0.08	0.04	-0.73	-0.16	0.06	0.21	0.04
YIL084C	0.68	0.57	0.28	0.47	-0.23	0.54	-0.82	0.34	-0.01	0.27	-0.32	0.11	-0.46	0.24	-0.7	0.38	-0.32	0.3	-0.73	-0.48	-0.73	0.27	0.11	0.24
YIL085C	0.04	0.17	0.28	0.41	0.28	0.41	-0.02	0.34	-0.18	0.07	-0.4	0.17	-0.22	-0.81	-1.3	0.25	0.15	0.23	0.2	0.37	-0.33	0.09	-0.18	-0.04
YIL086C	-0.09	0.04	-0.05	0.59	-0.25	0.12	-0.17	0.29	-0.54	0.23	-0.32	-0.04	-0.51	-0.07	0.07	-0.4	0.35	0.1	-0.26	-0.14	0.85	0.19	0.23	-0.21
YIL087C	-0.51	-0.39	-0.53	-0.03	0.11	0.02	0	0.16	0.07	0.11	-0.15	0.65	0	-0.94	-0.56	-0.19	0.09	0.17	0.8	0.22	0.35	0.17	0.23	0.13
YIL088C	-1.09	-1.39	-0.95	-0.13	-0.09	0.16	0.96	0.19	0.32	0.38	-0.02	0.35	0.01	0.16	0.2	0.2	0.33	0.25	0.19	-0.7	-0.1	0.29	0.22	0.28
YIL089W	-0.06	0.04	-0.14	-0.16	0.02	-0.24	-0.02	-0.02	-0.02	-0.21	-0.37	0.69	0	-0.35	0.11	-0.03	0.41	-0.02	0.44	0.15	0.19	0.12	-0.24	-0.29
YIL090W	0.22	-0.25	-0.49	-0.02	0.26	0.16	0.69	0.14	0.99	-0.02	0.19	-0.1	0.13	-0.33	-0.59	-0.45	0.05	0.03	0.47	-0.07	0.63	-0.49	-0.59	-0.55
YIL091C	0.54	0.69	0.36	0.04	-0.17	0.02	-0.38	0.39	-0.34	0.08	-0.41	-0.3	-0.1	0.07	-0.22	0.17	0.28	0	0.11	0.24	-0.38	-0.01	-0.43	-0.26
YIL092W	0.02	0.27	-0.08	0.09	-0.18	-0.15	0.12	0.24	0.15	0.06	-0.24	-0.21	-0.01	0.03	0.63	-0.21	-0.33	0.06	0.36	0.33	0.77	-0.81	-0.56	-0.35
YIL093C	-0.21	-0.45	-0.44	-0.53	-0.69	-0.24	-0.42	0.17	-0.47	0.34	-0.18	0.25	-0.22	0.25	-0.59	0.06	-0.28	0.34	0.14	0.76	-0.1	0.9	0.55	1.05
YIL094C	-0.69	-0.74	-0.15	0.64	0.41	0.69	0.45	0.54	0.38	0.1	-0.55	-0.12	-0.47	0.04	-0.47	0.17	-0.69	0.31	-0.35	0.34	-0.1	0.1	-0.05	0.22
YIL095W	-0.35	-0.35	0.14	0.16	0.34	0.22	0.23	0.11	0.04	-0.17	-0.31	0.51	-0.23	-0.17	0.08	-0.17	0.07	0.02	0.04	-0.19	0.19	0.02	-0.15	-0.1
YIL096C	0.74	0.85	0.32	-0.19	-0.21	-0.04	0.09	-0.18	0.13	0.19	-0.22	-0.12	-0.1	0.23	-0.18	-0.18	-0.12	-0.29	0.02	0.26	0.2	-0.26	-0.6	-0.36
YIL097W	0.16	0.33	-0.27	-0.69	-0.43	-0.32	-0.17	0.11	-0.11	-0.03	-0.04	0.08	0.13	-0.17	0.3	-0.43	0.01	-0.36	0.05	0.71	0.03	0.44	0.14	0.53
YIL098C	-0.69	-0.33	-0.31	-0.36	-0.62	-0.25	-0.3	0.31	-0.61	0.44	-0.22	0.32	-0.11	0.02	0.04	0.08	-0.75	0.05	-0.51	0.67	-0.08	1.37	0.74	1.09
YIL099W	-0.33	-0.05	-0.19	-0.35	-0.04	-0.46	0.07	-0.21	0.18	-0.21	-0.21	-0.07	0.35	-0.16	1.08	-0.33	0.95	-0.07	0.64	0.39		-0.33	-0.25	-0.39
YIL100W	-0.74	-0.04	-0.12	-0.09	0.24	-0.31	0.69	-0.07	0.47	0.05	-0.47	0.78	0.17	0.28	0.66	-0.45	-0.14	-0.25	0.13	0.13	1.17	-0.66	-0.79	-0.63
YIL101C	-0.19	-0.32	-0.75	-0.52	0.13	-0.16	-0.39	-0.06	0.37	-0.02	-0.16	-0.15	0.22	-0.23	0.53	-0.32	0.49	-0.17	0.98	0.07	0.38	-0.03	0.05	0.24
YIL102C	-0.93	-0.44	-0.34	0.05	0.1	-0.04	0.35	0.02	0.46	0.1	0.1	-0.17	0.23	0.41	0	0.02	0.15	-0.11	0.64	0.09	0.64	-0.57	-0.49	-0.3
YIL103W	0.57	0.39	0.26	0.03	-0.02	0.24	-0.29	0.04	-0.29	-0.05	-0.48	0.08	-0.48	-0.08	0.08	0.27	0.11	0.16	0.07	0.15	-0.25	-0.14	-0.25	-0.12
YIL104C	-0.12	0.64	0.23	-0.25	-0.47	0.01	-0.45	0.14	-0.38	0.09	0.49	0.78	0.61	0.31	-0.7	-0.13	-0.47	-0.17	-1.01	-0.98	0.02	0.58	0.49	0.74
YIL105C	-0.95	0.08	0.21	0.57	0.38	0.43	0.72	0.21	-0.66	0.3	-0.31	0.05	-0.47	0.36	-0.09	0.24	-0.36	0.24	-0.92	-0.34	-0.22	0.26	0.11	0.16
YIL106W	0.17	-0.43	-0.41	0.47	0.2	1.13	0.64	1.2	0.02	0.33	-0.83	-0.39	-0.86	-0.3	-0.95	0.33	-0.55	0.83	-0.39	-0.24	0	0.23	-0.22	0
YIL107C	0.15	0.2	0.55	-0.37	-0.09	-0.39	-0.47	-0.16	-0.59	-0.02	-0.28	0.34	-0.31	-0.23	0.13	0.07	0.07	-0.1	0.27	0.47	0.31	0.22	0.02	0.24
YIL108W	0.39	0.24	0.33	0.06	-0.22	0.22	0.33	0.25	-0.35	0.31	-0.19	0.18	0.12	-0.12	-1.07	0	-0.07	-0.01	-0.45	-0.84	0.24	0.25	0.13	0.26
YIL109C	-0.02	-0.32	-0.2	0.04	0.2	0.09	-0.49	0.14	0.06	0.25	-0.04	0.15	-0.06	0.18	-0.18	-0.07	0.38	-0.16	0.46	0.14	-0.09	-0.09	-0.11	-0.26
YIL110W	0.76	0.58	0.49	0.34	0.25	0.6	0.22	0.55	-0.42	0.49	-0.35	0.27	-0.06	-0.1	-0.56	0.3	-0.56	0.4	-0.79	-1.1	-0.95	-0.3	-0.06	0.01
YIL111W	0.4	-1.4	-0.38	-0.98	-0.24	-0.61	-0.56	-0.12	-0.28	-0.14	-0.42	0.23	-0.19	0.22	0.09	0.26	0.48	0.01	0.26	0.86	0.03	0.68	0.41	1.4
YIL112W	0.17	0.19	0.31	0.37	-0.11	0.69	-0.65	0.7	-0.6	0.16	-0.51	0	0.21	0.02	-0.06	0.25	-0.42	0.17	0.14	-0.44	-0.42	-0.4	-0.06	0.29
YIL113W	-0.06	-0.18	-0.38	-0.42	0.16	-0.26	0.11	-0.31	-0.08	-0.73	-0.3	0.29	0.08	-0.4	0.05	-0.38	0.69	-0.03	0.76	0.5	0.38	-0.01	0.24	0.28
YIL114C	0.04	0	-0.5	-0.38	-0.6	-0.8	-0.07	-0.19	0.2	0.15	0.59	0.32	0.24	0.2	0.6	-0.45	0.04	-0.27	0.24	0.54	0.85	-0.45	-0.13	-0.17
YIL115C	0.16	-0.03	-0.07	0.74	0.36	0.02	0.68	0.14	0.26	-0.8	0.15	-0.27	0.46	-0.12	0.18	-0.42	0.47	-0.48	-0.03	0.11	0.49	-0.77	0	-1.23
YIL116W	-0.38	-0.25	-0.12	-0.03	-0.08	-0.3	0.11	-0.23	-0.97	-0.25	-0.02	0.1	-0.09	0.67	0.67	-0.07	-0.44	0.01	-0.15	0.51	0.77	-0.09	0.1	0.53
YIL117C	0.53	-0.03	0.59	0.13	-0.05	-0.11	-0.25	-0.98	-0.23	0.28	0.02	0.82	-0.26	-0.12	-0.16	-0.64	-0.76	-0.35	-0.74	-0.48	0.25	0.86	0.71	1
YIL118W	0.48	0.14	0.15	0.08	0.37	-0.26	0.33	-0.03	-0.16	-0.67	0.22	0	0	-1.34	0.98	-0.26	0.23	0.08	0.17	0.66	0.28	-0.71	-0.45	-0.26
YIL119C	0.15	0.08	-0.83	-0.21	0.72	0.07	-0.23	0.11	0.59	-0.36	-0.09	-0.66	-0.15	-0.41	0.09	-0.19	0.64	0.02	0.64	0.23	0.7	-0.38	-0.41	-0.1
YIL120W	-0.27	0.14	-0.28	-0.19	0.12	-0.41	0.47	-0.16	0.42	-0.19	0.77	-0.3	0.28	-0.5	0.97	-0.52	0.05	-0.52	0.77	0.53	1.01	-0.85	-0.5	-0.83
YIL121W	-0.22	-0.62	-0.62	-0.48	0.19	-0.39	0.44	0.02	0.56	-0.24	0.12	-0.03	0.05	-0.1	0.01	-0.22	0.58	-0.3	0.59	0.57	0.71	-0.08	-0.28	-0.24
YIL122W	0.14	-0.23	-0.26	0.24	-0.16	0.02	0.48	0.15	-0.02	-0.37	-0.11	-0.53	-0.54	0.03	0.81	0.14	0.21	-0.16	0.53	0.5	0.44	-0.47	-0.43	-0.39
YIL123W	-2.04	-1.17	0.06	1.08	1.09	1.09	0.93	0.29	0.15	-0.86	-0.7	0.2	-0.24	0.52	0.27	0.7	0.66	0.44	0.38	-0.38	-0.51	-0.89	-0.72	-0.34
YIL124W	-0.4	-1.44	-0.59	-0.34	-0.26	-0.29	-0.07	-0.28	-0.2	-0.03	0.05	0.38	0.36	0.12	0.46	0.06	-0.01	0.06	-0.23	0.23	0.9	0.44	0.42	0.66
YIL125W	-0.28	-0.35	-0.16	-0.08	-0.07	0.07	-0.26	0.04	-0.02	0.27	0.05	0.11	0.01	0.02	-0.16	-0.05	0.19	-0.04	0.34	0.49	-0.01	0.08	-0.07	-0.11
YIL126W	-0.47	-0.14	-0.22	0.43	0.06	-0.03	0.24	0.12	-0.37	-0.51	0.52	0.14	0.03	0.16	0.52	-0.25	-0.06	0.2		0.27	0.7	-0.73	-0.03	-0.58
YIL127C	1.08	0.39	0.62	0.39	-0.24	0.56	-0.6	0.44	-0.7	0.49	-0.46	0.26	-0.63	0.3	-0.81	0.6	-0.73	0.46	-1.05	-0.26	-0.78	0.34	0.01	0.34
YIL128W	0.53	0.39	0.25	0.31	-0.4	0.41	-0.4	0.31	-0.95	0.26	-0.42	0.1	-0.35	0.26	0	0.28	-0.53	0.17	-0.55	0.31	-0.12	0.18	0	-0.02
YIL129C	-1.17	-0.91	0.39	1.32	0.96	1.03	0.29	-0.27	-0.76	-1.08	-1.5	1.02	-0.41	0.59	0.74	0.83	0.7	0.5	-0.08	-0.53	-0.5	-0.8	-0.41	0.05
YIL130W	-0.06	-0.16	-0.25	0.12	-0.16	-0.16	0.09	0.63	-0.57	0.1	0.04	0.38	-0.33	0.44		-0.21	0.16	-0.12	0.13	0.62	0.35	-0.43	-0.14	-0.48
YIL131C	-0.86	-0.54	0.19	0.84	1.14	0.37	0.41	-0.22	0.07	-1.89	-0.79	-0.33	0.12	0.46	0.56	0.27	0.38	-0.15	0.52	-0.07	0.37	-0.63	0.09	-0.31
YIL132C	-0.3	0.43	0.76	0.14	-0.41	-0.13		-0.68	-0.59	-0.09	0	0.43	0.23		0.3	-0.16	0.53	-0.28	-0.04	0.08	0.12	-0.2	-0.13	0
YIL133C	-0.41	-0.16	0.14	0.23	0.36	0.47	0.46	0.31	0.32	0.23	0.02	0.24	0.06	-0.13	-0.11	-0.08	0	0.19	-0.49	-0.18	-0.56	-0.21	-0.35	-0.37
YIL134W	0.11	-0.2	-0.2	0.05	0.02	0.23	0.1	0.2	-0.42	0.14	-0.24	-0.04	-0.32	-1.16	0.32	0.14	0.3	0.31	0.19	-0.08	0.27	0.02	0.05	0.2
YIL135C	-0.68	-0.49	0	0.3	0.47	0.3	0.03	0.25	-0.29	-0.04	-0.36	0.06	0.14	0.3	0.3	0.03	0.01	0.14	0.11	-0.18	-0.25	-0.02	-0.09	-0.04
YIL136W	-0.1	-0.23	-0.21	-0.06	-0.71	-0.37	-0.28	-0.66	-0.86	-0.03	-0.73	-0.24	-0.97	0.67	-0.2	0.34		-0.16	-0.54	0.26	0.32	1.42	1.44	1.89
YIL137C	-0.21	0	-0.13	0.15	0.13	0.27	0.01	0.13	0.13	0.15	-0.13	0.18	0.03	0.01	-0.09	-0.04	0.1	-0.23	0.41	-0.17	0.05	-0.3	-0.19	-0.23
YIL138C	-0.02	-0.26	0.03	0.07	0.03	0.12	0.17	0.07	-0.6	-0.26	-0.91	-0.28	-0.43	-0.01	0.54	0.44	-0.11	0.3	-0.3	0.34	-0.35	0.45	0.32	0.67
YIL139C	0.31	0.5	0.52	-0.07	0.3	-0.12	-0.12	-0.05	-0.07	-0.12	0.23	-0.05	0.23	-0.14	-0.1	-0.14	-0.37	-0.14	0.04	-0.27	-0.05	0	-0.25	-0.1
YIL140W	-1.86	0.83	1.77	0.31	0.18	-1.04	-0.81	-1.56	-0.86	0.26	1.67	1.59	1.66	0.9	0.69	-0.43	-0.3	-0.86	-0.78	-0.73	0.49	-0.14	-0.1	-0.86
YIL141W	-0.68	0.73	1.29	0.16	0.53	-0.82	-0.42	-1.34	-0.47	0.01	1.09	0.97	1.35	0.51	0.66	-0.5	-0.36	-0.72	-0.12	-0.75	0.21	-0.44	-0.42	-0.47
YIL142W	0.42	0.17	0.27	0.1	-0.35	0.04	-0.91	0.04	-0.91	0.12	-0.45	0.1	-0.55	0.23	0.09	0.38	-0.22	0.32	-0.58	0.31	0.19	0.5	0.25	0.42
